Accession	IDList
GO:0008076	gene_Ani033296,gene_Ani023753,gene_Ani023754,gene_Ani017442,gene_Ani019872,gene_Ani013211,gene_Ani023266,gene_Ani023200,gene_Ani021113,gene_Ani003392,gene_Ani031150,gene_Ani024810,gene_Ani013194,gene_Ani021075,gene_Ani007815,gene_Ani025423,gene_Ani005529,gene_Ani009762,gene_Ani018401,gene_Ani001037,gene_Ani020628,gene_Ani016887,gene_Ani009898,gene_Ani032367,gene_Ani027667,gene_Ani032179,gene_Ani029680,gene_Ani016633,gene_Ani016846,gene_Ani016848,gene_Ani016849,gene_Ani001105,gene_Ani031843,gene_Ani031842,gene_Ani005652,gene_Ani031123,gene_Ani004729,gene_Ani026770,gene_Ani026773,gene_Ani026772,gene_Ani019862,gene_Ani005515,gene_Ani031161,gene_Ani006949,gene_Ani030702,gene_Ani030701,gene_Ani005530,gene_Ani019721
GO:0044224	gene_Ani033296
GO:0031234	gene_Ani033296,gene_Ani031617,gene_Ani023432,gene_Ani022061
GO:1990904	gene_Ani022361,gene_Ani019122,gene_Ani009595,gene_Ani015896,gene_Ani032681,gene_Ani027544,gene_Ani024832,gene_Ani017933,gene_Ani024833,gene_Ani024834,gene_Ani000640,gene_Ani003849,gene_Ani030129,gene_Ani028400,gene_Ani003973,gene_Ani032856,gene_Ani019590,gene_Ani009594,gene_Ani020745,gene_Ani028874,gene_Ani025811,gene_Ani019258,gene_Ani015432,gene_Ani022320,gene_Ani024836,gene_Ani005396,gene_Ani032767
GO:0019008	gene_Ani003323,gene_Ani022615,gene_Ani022608,gene_Ani003324
GO:0043020	gene_Ani005317,gene_Ani008344
GO:0070772	gene_Ani031910
GO:0010008	gene_Ani031910,gene_Ani028784,gene_Ani003020,gene_Ani027523,gene_Ani003041,gene_Ani022555,gene_Ani011745,gene_Ani009212,gene_Ani017082,gene_Ani014068,gene_Ani026217,gene_Ani017064,gene_Ani004081,gene_Ani001954,gene_Ani007660,gene_Ani003915,gene_Ani004080,gene_Ani009579,gene_Ani030657,gene_Ani008415,gene_Ani008416,gene_Ani027528,gene_Ani019027,gene_Ani023848,gene_Ani031061
GO:0000015	gene_Ani027327,gene_Ani022434,gene_Ani027907,gene_Ani017001,gene_Ani015696
GO:0008540	gene_Ani003639,gene_Ani023244,gene_Ani012291,gene_Ani015533
GO:0005787	gene_Ani011194,gene_Ani018103,gene_Ani006824,gene_Ani032616
GO:0070187	gene_Ani005931,gene_Ani018423,gene_Ani005772,gene_Ani005771,gene_Ani012555
GO:0005741	gene_Ani033336,gene_Ani002487,gene_Ani010600,gene_Ani024238,gene_Ani031876,gene_Ani010114,gene_Ani026725,gene_Ani004503,gene_Ani031834,gene_Ani029792,gene_Ani028241,gene_Ani005142,gene_Ani029898,gene_Ani023173,gene_Ani007553,gene_Ani010135,gene_Ani028001,gene_Ani023487,gene_Ani010134,gene_Ani019365,gene_Ani020448,gene_Ani019429,gene_Ani031000,gene_Ani029626,gene_Ani027632,gene_Ani027095,gene_Ani000701,gene_Ani030916,gene_Ani017375,gene_Ani017376,gene_Ani027437,gene_Ani018495,gene_Ani015536,gene_Ani030997,gene_Ani029893,gene_Ani007734,gene_Ani009082,gene_Ani030817,gene_Ani005646,gene_Ani024050,gene_Ani010321,gene_Ani001554,gene_Ani029302,gene_Ani018221,gene_Ani021548,gene_Ani028064,novel2607,gene_Ani012607,gene_Ani007003,gene_Ani010030
GO:0044232	gene_Ani018975,gene_Ani025252,gene_Ani002719,gene_Ani018976
GO:0005881	gene_Ani018973,gene_Ani029514,gene_Ani033394,gene_Ani002722,gene_Ani014477
GO:0005643	gene_Ani031602,gene_Ani023770,gene_Ani023774,gene_Ani014417,gene_Ani009994,gene_Ani005180,gene_Ani030923,gene_Ani009855,gene_Ani029207,gene_Ani013190,gene_Ani024853,gene_Ani029035,gene_Ani002431,gene_Ani002432,gene_Ani028329,gene_Ani020469,gene_Ani014416,gene_Ani002420,gene_Ani018436,gene_Ani018309,gene_Ani018447,gene_Ani009167,gene_Ani006606,gene_Ani033462,gene_Ani003722,gene_Ani003216
GO:0005740	gene_Ani029413,gene_Ani022072,gene_Ani022073,gene_Ani003233
GO:0008021	gene_Ani016970,gene_Ani032689,gene_Ani012390,gene_Ani020998,gene_Ani027028,gene_Ani005960,gene_Ani011881,gene_Ani016009,gene_Ani020929,gene_Ani031674,gene_Ani030885,gene_Ani024360,gene_Ani003371,gene_Ani012490,gene_Ani020552,gene_Ani020551,gene_Ani003230,gene_Ani002985,gene_Ani005716,gene_Ani021573,gene_Ani020541,gene_Ani000886,gene_Ani005563,gene_Ani008892,gene_Ani001182,gene_Ani032987,gene_Ani002611,gene_Ani018977,novel3808,novel5308
GO:0009897	gene_Ani004373,gene_Ani014195,gene_Ani000954,gene_Ani000939,gene_Ani000938,gene_Ani026638,novel59,gene_Ani027143,gene_Ani000953,novel61,novel65,gene_Ani000947,novel66
GO:0000421	gene_Ani004373,gene_Ani004371,gene_Ani026014
GO:0032591	gene_Ani004373,gene_Ani004371
GO:0030027	gene_Ani026450,gene_Ani022433,gene_Ani018211,gene_Ani004592,gene_Ani026596,gene_Ani014384,gene_Ani029827,gene_Ani022519,gene_Ani016214,gene_Ani010154,gene_Ani030802,gene_Ani020385,gene_Ani012592,gene_Ani012593,gene_Ani005370,gene_Ani023813,gene_Ani026426,gene_Ani030522,gene_Ani000971,gene_Ani000763,gene_Ani028834,gene_Ani003079,gene_Ani003078,gene_Ani023111,gene_Ani024221,gene_Ani024220,gene_Ani032388,gene_Ani015892,gene_Ani018210,gene_Ani017649,gene_Ani010560,gene_Ani032413,gene_Ani010558,gene_Ani010559,gene_Ani014877,gene_Ani021678,gene_Ani012774,gene_Ani015498,gene_Ani002652,gene_Ani022303,gene_Ani024935,gene_Ani029958
GO:0072546	gene_Ani026458,gene_Ani008716,gene_Ani027362,gene_Ani030062,gene_Ani024856,gene_Ani016948,gene_Ani018888,novel5011
GO:0031901	gene_Ani026458,gene_Ani026387,gene_Ani017429,gene_Ani014815,gene_Ani014483,gene_Ani029154,gene_Ani023912,gene_Ani009339,gene_Ani018574,gene_Ani020385,gene_Ani015972,gene_Ani006054,gene_Ani005370,gene_Ani007342,gene_Ani025044,gene_Ani007553,gene_Ani033323,gene_Ani024352,gene_Ani001582,gene_Ani009727,gene_Ani013202,gene_Ani031539,gene_Ani016632,gene_Ani017353,gene_Ani011835,gene_Ani018218,gene_Ani026924,gene_Ani003779,gene_Ani001760,gene_Ani032413,gene_Ani003777,gene_Ani008979,gene_Ani033328,gene_Ani003446,gene_Ani002498,gene_Ani004948
GO:0070776	gene_Ani004193,gene_Ani015440,gene_Ani009615,gene_Ani008206,gene_Ani015578
GO:0034464	gene_Ani024293,gene_Ani028457,gene_Ani021871,gene_Ani018311,gene_Ani003740,gene_Ani026183,gene_Ani024294,gene_Ani015088,gene_Ani021868,gene_Ani033463
GO:0005795	gene_Ani029789,gene_Ani030783,gene_Ani024196,gene_Ani007099,gene_Ani029630,gene_Ani024122,gene_Ani027443,gene_Ani024137,gene_Ani007102
GO:0030906	gene_Ani030034,gene_Ani005305
GO:0097060	gene_Ani019964,gene_Ani029604
GO:0043204	gene_Ani019964,gene_Ani019612,gene_Ani026590,gene_Ani009731,gene_Ani009762,gene_Ani016887,gene_Ani025251,gene_Ani029604,gene_Ani020745,gene_Ani013026,gene_Ani025851,gene_Ani000886,gene_Ani026589,gene_Ani021678,gene_Ani002652,gene_Ani030701
GO:0055037	gene_Ani019964,gene_Ani013006,gene_Ani030079,gene_Ani009339,gene_Ani012647,gene_Ani029604,gene_Ani003230,gene_Ani033316,gene_Ani020541,gene_Ani008979,gene_Ani011053,gene_Ani011054,gene_Ani003029
GO:0005577	gene_Ani007318,gene_Ani007319,gene_Ani007435,gene_Ani007317,gene_Ani007128,gene_Ani007436,gene_Ani007434
GO:0045121	gene_Ani020933,gene_Ani033293,gene_Ani016149,gene_Ani024837,gene_Ani014920,gene_Ani028001,gene_Ani022390,gene_Ani015431,gene_Ani024434,gene_Ani011053,gene_Ani011054,gene_Ani015430
GO:0005736	gene_Ani006046,gene_Ani003621,gene_Ani025971
GO:0005666	gene_Ani006046,gene_Ani030164,gene_Ani025257,gene_Ani003621,gene_Ani021672,gene_Ani024677,gene_Ani018374,gene_Ani000653,gene_Ani028377,gene_Ani025971
GO:0005665	gene_Ani006046,gene_Ani009191,gene_Ani002333,gene_Ani003621
GO:0005854	gene_Ani027475,gene_Ani025119,gene_Ani027476,gene_Ani008106
GO:0030904	gene_Ani028784,gene_Ani020385,gene_Ani005305,gene_Ani032413
GO:0043005	gene_Ani023805,gene_Ani019432,gene_Ani027341,gene_Ani019102,gene_Ani015595,gene_Ani026622,gene_Ani001342,gene_Ani029478,gene_Ani023522,gene_Ani009731,gene_Ani028086,gene_Ani028083,gene_Ani022777,gene_Ani022776,gene_Ani022230,gene_Ani006812,gene_Ani000877,gene_Ani000105,gene_Ani026829,gene_Ani027342,gene_Ani018010,gene_Ani028006,gene_Ani021851,gene_Ani001934,gene_Ani013202,gene_Ani033053,gene_Ani016709,gene_Ani021575,gene_Ani028895,gene_Ani025341,gene_Ani019443,gene_Ani011646,gene_Ani030304,gene_Ani006902
GO:0033596	gene_Ani006591
GO:0005751	gene_Ani028435,gene_Ani027439,gene_Ani032318,gene_Ani011862,gene_Ani001078,gene_Ani024086,gene_Ani024088,gene_Ani017954,gene_Ani019159,gene_Ani016759,gene_Ani020116,gene_Ani016790,gene_Ani021676,gene_Ani029679,gene_Ani030998,gene_Ani023590,gene_Ani018889,gene_Ani002651
GO:0043235	gene_Ani017481,gene_Ani026416,gene_Ani027341,gene_Ani006016,gene_Ani023522,gene_Ani027203,gene_Ani024837,gene_Ani022633,gene_Ani014920,gene_Ani027342,gene_Ani033053,gene_Ani014397,gene_Ani006902
GO:0048179	gene_Ani017481
GO:0005778	gene_Ani017480,gene_Ani020596,gene_Ani017221,gene_Ani027171,gene_Ani029075,gene_Ani012532,gene_Ani022399,gene_Ani009593,gene_Ani016197,gene_Ani010016,gene_Ani020600,gene_Ani019017,gene_Ani031050,gene_Ani008851
GO:0005885	gene_Ani023778,gene_Ani008256,gene_Ani015147,gene_Ani032931,gene_Ani009989,gene_Ani020171,gene_Ani021411,gene_Ani015074,gene_Ani000756,gene_Ani000879,gene_Ani000757,gene_Ani006494
GO:0034399	gene_Ani023770,gene_Ani023774,gene_Ani009994
GO:0032040	gene_Ani016379,gene_Ani009261,gene_Ani024949,gene_Ani000543,gene_Ani028880,gene_Ani021878,gene_Ani029190,gene_Ani021963,gene_Ani009081,gene_Ani017641
GO:0008278	gene_Ani016379,gene_Ani021569,gene_Ani027177,gene_Ani026722,gene_Ani010197,gene_Ani030677,gene_Ani030974,gene_Ani025469
GO:0005654	gene_Ani018766,gene_Ani028416,gene_Ani030682,gene_Ani019122,gene_Ani008241,gene_Ani015344,gene_Ani024369,gene_Ani027160,gene_Ani033346,gene_Ani001713,gene_Ani001716,gene_Ani006637,gene_Ani015878,gene_Ani000921,gene_Ani025931,gene_Ani021585,gene_Ani000523,gene_Ani028558,gene_Ani017639,gene_Ani031132,gene_Ani003701,gene_Ani032833,gene_Ani004245,gene_Ani025233,gene_Ani008675,gene_Ani020151,gene_Ani028855,gene_Ani010258,gene_Ani023818,gene_Ani015876,gene_Ani030690,gene_Ani033578,gene_Ani012531,gene_Ani025799,gene_Ani028483,gene_Ani030025,gene_Ani019590,gene_Ani026031,gene_Ani009076,gene_Ani018765,gene_Ani006474,gene_Ani015258,gene_Ani011097,gene_Ani025811,gene_Ani008024,gene_Ani024555,gene_Ani032960,gene_Ani009812,gene_Ani017641,gene_Ani019258,gene_Ani003449,gene_Ani010436,gene_Ani025872,gene_Ani019909,gene_Ani028745,novel1259,gene_Ani010885,gene_Ani029186,novel115,gene_Ani007507
GO:0046930	gene_Ani001064,gene_Ani002487,gene_Ani028001,gene_Ani019365,gene_Ani020448,gene_Ani029302,gene_Ani001063
GO:0042645	gene_Ani032352,gene_Ani001721,gene_Ani017004,gene_Ani007640,gene_Ani019597,gene_Ani017377
GO:0005760	gene_Ani032352
GO:0070701	gene_Ani032355,gene_Ani032361
GO:0019773	gene_Ani033193,gene_Ani016221,gene_Ani032421,gene_Ani022243,gene_Ani023115,gene_Ani023212,gene_Ani022214,gene_Ani012307,gene_Ani031384
GO:0034707	gene_Ani024699,gene_Ani019143,gene_Ani000736,gene_Ani022158,gene_Ani017072,gene_Ani017073,gene_Ani019100,gene_Ani019102,gene_Ani026385,gene_Ani026590,gene_Ani001512,gene_Ani028084,gene_Ani028086,gene_Ani017531,gene_Ani028845,gene_Ani006831,gene_Ani028007,gene_Ani021799,gene_Ani032195,gene_Ani021693,gene_Ani019275,gene_Ani009836,gene_Ani028006,gene_Ani021773,gene_Ani021851,gene_Ani008522,gene_Ani007284,gene_Ani028014,gene_Ani028013,gene_Ani022445,gene_Ani023969,gene_Ani029569,gene_Ani030930,gene_Ani018218,gene_Ani015202,gene_Ani007200,gene_Ani029570,gene_Ani015271,gene_Ani026589,gene_Ani006471,gene_Ani019238,gene_Ani029371,gene_Ani023417,gene_Ani023416,gene_Ani002873,gene_Ani019278,gene_Ani028017,gene_Ani026294
GO:0005819	gene_Ani024697,gene_Ani014895,gene_Ani007930,gene_Ani028801,gene_Ani000920,gene_Ani015874,gene_Ani026682,gene_Ani030827,gene_Ani032292,gene_Ani030310,gene_Ani016552,gene_Ani028799,gene_Ani000896,gene_Ani028852,gene_Ani000911,gene_Ani021658,gene_Ani012412,gene_Ani006508,gene_Ani001523,gene_Ani028099,gene_Ani032222,gene_Ani032031,gene_Ani032940,gene_Ani006957,gene_Ani005912,gene_Ani005622,gene_Ani005421,gene_Ani016937,gene_Ani029025,novel6004,gene_Ani025477,gene_Ani020550,gene_Ani016003,gene_Ani029707,gene_Ani029026
GO:0098791	gene_Ani019416,gene_Ani027411,gene_Ani030776,gene_Ani027436,gene_Ani032384,gene_Ani016493,gene_Ani030777
GO:0005581	gene_Ani019418,gene_Ani020333,gene_Ani020332,gene_Ani017018,gene_Ani031010,gene_Ani026036,gene_Ani009728,gene_Ani008597,gene_Ani004933,gene_Ani010718,gene_Ani014978,gene_Ani014976,gene_Ani000600,gene_Ani030364,gene_Ani027875,gene_Ani027876,gene_Ani027878,gene_Ani017795,gene_Ani000383,gene_Ani019224,gene_Ani019227,gene_Ani019226,gene_Ani019229,gene_Ani009549,gene_Ani005570,gene_Ani017511,gene_Ani014794,gene_Ani016233,gene_Ani020871,gene_Ani029074,gene_Ani020032,gene_Ani009547,gene_Ani009546,gene_Ani016272,gene_Ani014273,gene_Ani008910,gene_Ani014270,gene_Ani024087,gene_Ani024086,gene_Ani002924,gene_Ani006233,gene_Ani015966,gene_Ani028364,gene_Ani016056,gene_Ani009727,gene_Ani009917,gene_Ani011441,gene_Ani011442,gene_Ani014987,gene_Ani020720,gene_Ani003757,gene_Ani023394,gene_Ani001370,gene_Ani030420,gene_Ani030426,gene_Ani020887,gene_Ani028972,gene_Ani022010,gene_Ani027017,gene_Ani008850,gene_Ani024435,gene_Ani014664,gene_Ani015642,gene_Ani009550,gene_Ani033150,gene_Ani028918,gene_Ani000601,gene_Ani022820,gene_Ani025387,gene_Ani032775,gene_Ani026040,gene_Ani019646,gene_Ani006518,gene_Ani006517,gene_Ani015517,gene_Ani015516,gene_Ani015089,gene_Ani024670,gene_Ani027377,gene_Ani027378,gene_Ani006234,gene_Ani015518,gene_Ani032495,gene_Ani019420,gene_Ani004581,gene_Ani029014,gene_Ani016270,novel822,gene_Ani020031
GO:0030173	gene_Ani000737,gene_Ani030302,gene_Ani016818,gene_Ani017051,gene_Ani027411,gene_Ani021561,gene_Ani030303,gene_Ani027195,gene_Ani032345,gene_Ani000387,gene_Ani003845,gene_Ani032384,gene_Ani011017,gene_Ani011015,gene_Ani016493
GO:0000123	gene_Ani030217,gene_Ani001341,gene_Ani015830,gene_Ani027283,gene_Ani001436,gene_Ani014924,gene_Ani029936,gene_Ani029873,gene_Ani001661,gene_Ani004336,gene_Ani018235
GO:0001518	gene_Ani030211,gene_Ani030210,gene_Ani015108,gene_Ani017042,gene_Ani000105,gene_Ani025253,gene_Ani025251,gene_Ani017043,gene_Ani011818,gene_Ani015492,gene_Ani017658,gene_Ani001348,gene_Ani027221,gene_Ani031274,novel6053
GO:0005890	gene_Ani027914,gene_Ani011207,gene_Ani011206,gene_Ani007302,gene_Ani026398,gene_Ani006379,gene_Ani025343,gene_Ani017231,gene_Ani008641
GO:0016607	gene_Ani016507,gene_Ani010140,gene_Ani024716,gene_Ani025981,gene_Ani007021,gene_Ani009407,gene_Ani005496,gene_Ani025337,gene_Ani015559,gene_Ani001615,gene_Ani002662,gene_Ani024999,gene_Ani005435,gene_Ani025063,gene_Ani018759,gene_Ani026426,gene_Ani011230,gene_Ani011237,gene_Ani001373,gene_Ani018492,gene_Ani020882,gene_Ani006782,gene_Ani009114,gene_Ani011957,gene_Ani020867,gene_Ani011232,gene_Ani008602,gene_Ani030125,gene_Ani001313,gene_Ani033352,gene_Ani007484,gene_Ani018237,gene_Ani009612,gene_Ani008518,gene_Ani031969,gene_Ani019006
GO:0098793	gene_Ani003280,gene_Ani003281,gene_Ani001040,gene_Ani001553,gene_Ani031768,gene_Ani003042,gene_Ani032992,gene_Ani022776,gene_Ani008137,gene_Ani016969,gene_Ani013053,gene_Ani022135,gene_Ani010855,gene_Ani003279,gene_Ani007963,gene_Ani003985,gene_Ani005544,gene_Ani014753,gene_Ani017653,gene_Ani023714,gene_Ani011646,gene_Ani032991
GO:0120103	gene_Ani020599,gene_Ani020595,gene_Ani032907
GO:0030496	gene_Ani005902,gene_Ani009962,gene_Ani019339,gene_Ani025012,gene_Ani015874,gene_Ani029514,gene_Ani006833,gene_Ani019878,gene_Ani032292,gene_Ani029284,gene_Ani033255,gene_Ani031183,gene_Ani012412,gene_Ani032222,gene_Ani017312,gene_Ani032031,gene_Ani000867,novel6004,gene_Ani025477,gene_Ani020550,gene_Ani016003
GO:0055038	gene_Ani007508,gene_Ani004039,gene_Ani024210,gene_Ani018574,gene_Ani031183,gene_Ani026481,gene_Ani011835,gene_Ani018218,gene_Ani014073,gene_Ani013680,gene_Ani000867,gene_Ani023869,gene_Ani013685
GO:0044322	gene_Ani028840,gene_Ani020827,gene_Ani016938
GO:0016342	gene_Ani012996,gene_Ani018407,gene_Ani015680,gene_Ani032793
GO:0031314	gene_Ani022694,gene_Ani032468,gene_Ani009052,gene_Ani017674,gene_Ani024979
GO:0005883	gene_Ani006933,gene_Ani020510,gene_Ani020509,gene_Ani019745,gene_Ani028740
GO:0015934	gene_Ani022349,gene_Ani014574,gene_Ani025278,gene_Ani004666,gene_Ani026060,gene_Ani025277,gene_Ani028199,gene_Ani014871
GO:0033180	gene_Ani022432,gene_Ani013002,gene_Ani027243,gene_Ani021891,gene_Ani026727,gene_Ani030822,gene_Ani033325,gene_Ani033320,gene_Ani027422,gene_Ani027423,gene_Ani016180,gene_Ani021890,gene_Ani008457,gene_Ani003223
GO:0030175	gene_Ani022433,gene_Ani026437,gene_Ani026438,gene_Ani004592,gene_Ani017699,gene_Ani026596,gene_Ani014384,gene_Ani023265,gene_Ani001511,gene_Ani029528,gene_Ani010154,gene_Ani023403,gene_Ani012592,gene_Ani012593,gene_Ani026426,gene_Ani005869,gene_Ani000971,gene_Ani003037,gene_Ani000763,gene_Ani028834,gene_Ani016139,gene_Ani000483,gene_Ani017649,gene_Ani022823,gene_Ani020270,gene_Ani012774,gene_Ani000488,gene_Ani029474,gene_Ani029958
GO:0032154	gene_Ani009962,gene_Ani024210,gene_Ani032292,gene_Ani013202,gene_Ani031183,gene_Ani017312,gene_Ani032031,gene_Ani000867,novel6004,gene_Ani025477,gene_Ani020550,gene_Ani016003
GO:0032300	gene_Ani027284,gene_Ani019434,gene_Ani019447,gene_Ani014958
GO:0031966	gene_Ani019318,gene_Ani026222,gene_Ani020767,gene_Ani018424,gene_Ani004302,gene_Ani009750,gene_Ani021117,gene_Ani026725,gene_Ani001380,gene_Ani002788,gene_Ani002789,gene_Ani019341,gene_Ani029348,gene_Ani001646,gene_Ani026142,gene_Ani006627,gene_Ani026656,gene_Ani026658,gene_Ani006741,gene_Ani017663,gene_Ani005707,gene_Ani006534,gene_Ani030346,gene_Ani017666,gene_Ani023930,novel4912,novel4910,gene_Ani005910,gene_Ani017101
GO:0030119	gene_Ani019311
GO:0031090	gene_Ani029940,gene_Ani000520,gene_Ani027020,gene_Ani017916
GO:0005758	gene_Ani004422,gene_Ani003337,gene_Ani025187,gene_Ani016230,gene_Ani017671,gene_Ani002848,gene_Ani027897,gene_Ani023195,gene_Ani017004,gene_Ani031983,gene_Ani016631,gene_Ani006436,gene_Ani026676,gene_Ani008314,gene_Ani018274,gene_Ani030814,gene_Ani017101
GO:0031083	gene_Ani004422,gene_Ani016009,gene_Ani030580
GO:0000940	gene_Ani014895,gene_Ani026303,gene_Ani002917
GO:0030426	gene_Ani026437,gene_Ani026438,gene_Ani026622,gene_Ani016214,gene_Ani004716,gene_Ani028028,gene_Ani032137,gene_Ani003037,gene_Ani000763,gene_Ani020745,gene_Ani025851,gene_Ani023294
GO:0016272	gene_Ani028415,gene_Ani004951,gene_Ani032443,gene_Ani027650,gene_Ani005941,gene_Ani026502
GO:0070876	gene_Ani003369,gene_Ani016084
GO:0017146	gene_Ani002019,gene_Ani006659,gene_Ani001172,gene_Ani029564,gene_Ani002021,gene_Ani002020,gene_Ani028895,gene_Ani007471
GO:0005930	gene_Ani028457,gene_Ani010237,gene_Ani005778,gene_Ani023785,gene_Ani019863
GO:0016328	gene_Ani003949,gene_Ani016887,gene_Ani008424,gene_Ani005652
GO:0016323	gene_Ani003949,gene_Ani001040,gene_Ani026414,gene_Ani027197,gene_Ani023352,gene_Ani013053,gene_Ani019199,gene_Ani003520,gene_Ani005544,gene_Ani008424,gene_Ani005652,gene_Ani024807,gene_Ani004132
GO:0005858	gene_Ani023752,gene_Ani030263,gene_Ani030264,gene_Ani030262,gene_Ani023377,gene_Ani007186,gene_Ani017583,gene_Ani030261
GO:0000124	gene_Ani024909,gene_Ani005056,gene_Ani006393,gene_Ani001276,gene_Ani024853,gene_Ani001301,gene_Ani030120,gene_Ani009036,gene_Ani009020,gene_Ani030119,gene_Ani002884
GO:0005669	gene_Ani024909,gene_Ani008573,gene_Ani033000,gene_Ani005056,gene_Ani006393,gene_Ani031831,gene_Ani031832,gene_Ani026756,gene_Ani026279,gene_Ani023116,gene_Ani009036,gene_Ani023558,gene_Ani024430,gene_Ani027075,gene_Ani009020,gene_Ani017988,gene_Ani017986
GO:0046695	gene_Ani024909,gene_Ani005056,gene_Ani006393,gene_Ani009036,gene_Ani009020
GO:0035805	gene_Ani001045,gene_Ani022900,gene_Ani013173,gene_Ani009018,gene_Ani007552,gene_Ani015294,gene_Ani009032
GO:0097025	gene_Ani001040,gene_Ani013053,gene_Ani005544
GO:0031410	gene_Ani026228,gene_Ani008574,gene_Ani031221,gene_Ani031768,gene_Ani021649,gene_Ani004057,gene_Ani017345,gene_Ani026689,gene_Ani011948,gene_Ani000877,gene_Ani019671,gene_Ani029739,gene_Ani016969,gene_Ani029495,gene_Ani003915,gene_Ani026138,gene_Ani008207,gene_Ani006452,gene_Ani028939,gene_Ani014753,gene_Ani006534,gene_Ani003130,gene_Ani017653,gene_Ani005872,gene_Ani011138,gene_Ani030304,gene_Ani032991,gene_Ani010267
GO:0032420	gene_Ani019439,gene_Ani019459,gene_Ani019455,gene_Ani019440,gene_Ani019454,gene_Ani019456
GO:0005782	gene_Ani019430,gene_Ani028484,gene_Ani018282
GO:1990124	gene_Ani019432,gene_Ani026622,gene_Ani019443
GO:0005871	gene_Ani019125,gene_Ani011784,gene_Ani001755,gene_Ani015657,gene_Ani028169,gene_Ani019394,gene_Ani023785,gene_Ani004961,gene_Ani019255,gene_Ani026627,novel2548,gene_Ani013919
GO:0001726	gene_Ani005749,gene_Ani001511,gene_Ani029827,gene_Ani024210,gene_Ani029528,gene_Ani030802,gene_Ani023403,gene_Ani031697,gene_Ani033323,gene_Ani005869,gene_Ani000763,gene_Ani000483,gene_Ani022823,gene_Ani021678,gene_Ani003480,gene_Ani012774,gene_Ani033328,gene_Ani002652,gene_Ani000488,gene_Ani029474
GO:0005925	gene_Ani005749,gene_Ani007415,gene_Ani033565,gene_Ani033143,gene_Ani030089,gene_Ani015392,gene_Ani007873,gene_Ani007382,gene_Ani031892,gene_Ani031697,gene_Ani022592,gene_Ani016552,gene_Ani000765,gene_Ani003079,gene_Ani003078,gene_Ani007725,gene_Ani032388,gene_Ani024418,gene_Ani007417,gene_Ani007416,gene_Ani028097,gene_Ani028098,gene_Ani023432,gene_Ani026522,gene_Ani020496,gene_Ani003480,gene_Ani025039,gene_Ani022061,gene_Ani030088
GO:0032039	gene_Ani000716,gene_Ani003006,gene_Ani026213,gene_Ani018269,gene_Ani024093,gene_Ani023286
GO:0019898	gene_Ani032468
GO:0071011	gene_Ani019613,gene_Ani015389,gene_Ani027544,gene_Ani024999,gene_Ani023818,gene_Ani010633,novel1259
GO:0005686	gene_Ani019613,gene_Ani015389,gene_Ani027544,gene_Ani023818
GO:0031201	gene_Ani016835,gene_Ani029620,gene_Ani022776,gene_Ani033109,gene_Ani024360,gene_Ani029798,gene_Ani011754,gene_Ani024570,gene_Ani011646
GO:0008622	gene_Ani008241,gene_Ani033576,gene_Ani023013
GO:0030687	gene_Ani008241,gene_Ani015344,gene_Ani017639,gene_Ani033578,gene_Ani017641,gene_Ani003449
GO:0120025	gene_Ani007298,gene_Ani008789,gene_Ani027046,gene_Ani018640,gene_Ani027042,gene_Ani028615,gene_Ani025456,gene_Ani009978,gene_Ani009979,gene_Ani009977,gene_Ani005614
GO:0035658	gene_Ani029944
GO:0030122	gene_Ani012204,gene_Ani001023
GO:0005853	gene_Ani024159,gene_Ani017721
GO:0031981	gene_Ani013977,gene_Ani029828,gene_Ani026681,gene_Ani018887,gene_Ani017316,gene_Ani017315,gene_Ani006236,gene_Ani029226
